OID,PARCELID,FDEM_ID,NAME,ADDRESS,CITY,ZIPCODE,COUNTY,PHONE,TYPE,OWNER,OPERATING,OP_CLASS,AHCA_OWNER,PROFIT,CAPACITY,BEDS,STATE_ID,EFCLASS,AHCA_NUM,CON1_TYPE,CON1_UP,CON1_DOWN,CON2_TYPE,CON2_UP,CON2_DOWN,CON3_TYPE,CON3_UP,CON3_DOWN,NET_CONS,WEBSITE,ACTYRBLT,FSOURCE,DATASOURCE,NOTES,LAT_DD,LONG_DD,MGRS,GCID,ACRES,DESCRIPT,FLAG,UPDATE_DAY,FGDLAQDATE,AUTOID,DDLat,DDLon,ORIG_OID
89,1362880000R,10224882,MEMORIAL HOSPITAL OF JACKSONVILLE,3625 UNIVERSITY BLVD S,JACKSONVILLE,32216,DUVAL,904-399-6111,HOSPITALS - ACUTE CARE,MEMORIAL HEALTHCARE GROUP INC,PRIVATE,PRIVATE,HCA NORTH FLORIDA DIVISION,INVESTOR-OWNED,0,425,FL000020,EFHL,100179, , , ,OTHER COPPER WIRELINE,25 MBPS TO 50 MBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS,4,HTTP://WWW.MEMORIALHOSPITALJAX.COM/,1969,GEOPLAN,FDEM, ,30.2885662,-81.60163336,17RMP4214250915,57,30.99965643,MEMORIAL HOSPITAL OF JACKSONVILLE,V,2011-05-10,2017-09-06,89,30.2885662,-81.60163336,89
90,32-2S-22-0049-0014-0020,10224900,ED FRASER MEMORIAL HOSPITAL,159 N THIRD ST,MACCLENNY,32063,BAKER,904-259-3151,HOSPITALS - ACUTE CARE,BAKER COUNTY,COUNTY,PUBLIC,"BAKER COUNTY MEDICAL SERVICES,",PUBLIC/GOVERNMENT,0,25,FL000038,EFHS,100134, , , , , , , , , , ,HTTP://WWW.BCMEDSVCS.COM/,0,GEOPLAN,FDEM,ED FRASER MEMORIAL HOSPITAL,30.2861058,-82.11901034,17RLP9238251019,58,9.26302995,ED FRASER MEMORIAL HOSPITAL,V,2016-05-17,2017-09-06,90,30.2861058,-82.11901034,90
91,1360390000R,10224881,RIVER POINT BEHAVIORAL HEALTH,6300 BEACH BLVD,JACKSONVILLE,32216,DUVAL,904-724-9202,HOSPITALS - PSYCHIATRIC,TBJ BEHAVIORAL CENTER LLC,PRIVATE,PRIVATE,UNIVERSAL HEALTH SERVICES INC,INVESTOR-OWNED,0,93,FL000019,EFHM,104016, , , , , , , , , , ,HTTP://WWW.TENBROECKJAX.COM/,1973,GEOPLAN,FDEM, ,30.29048,-81.59712102,17RMP4257751125,59,3.81910955,RIVER POINT BEHAVIORAL HEALTH,V,2016-05-17,2017-09-06,91,30.29048,-81.59712102,91
92,1363200000R,10224877,BROOKS REHABILITATION HOSPITAL,3599 UNIVERSITY BLVD S,JACKSONVILLE,32216,DUVAL,904-858-7600,HOSPITALS - REHABILITATION,GENESIS SUPPORT SYSTEMS INC,PRIVATE,PRIVATE,BROOKS HEALTH SYSTEM,NOT-FOR-PROFIT,0,157,FL000015,EFHL,100184, , , , , , , , , , ,HTTP://WWW.BROOKSHEALTH.ORG/,1994,GEOPLAN,FDEM, ,30.29045567,-81.60149941,17RMP4215651124,60,10.30944819,BROOKS REHABILITATION HOSPITAL,V,2011-05-10,2017-09-06,92,30.29045567,-81.60149941,92
93,2202S13E05325002000,10224898,SHANDS LIVE OAK REGIONAL MEDICAL CENTER,1100 SW 11TH ST,LIVE OAK,32064,SUWANNEE,386-362-0800,HOSPITALS - ACUTE CARE,LIVE OAK HMA LLC,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,25,FL000036,EFHS,100146, , , ,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,4,HTTP://WWW.SHANDSLIVEOAK.COM/DEFAULT.ASPX,0,GEOPLAN,FDEM, ,30.29123735,-83.00292539,17RLP0737052756,61,33.54787354,SHANDS LIVE OAK REGIONAL MEDICAL CENTER,V,2016-05-17,2017-09-06,93,30.29123735,-83.00292539,93
94,0652020000R,10224880,ST VINCENT'S MEDICAL CENTER RIVERSIDE,1 SHIRCLIFF WAY,JACKSONVILLE,32204,DUVAL,904-308-7300,HOSPITALS - ACUTE CARE,ST VINCENTS HOSPITAL,PRIVATE,PRIVATE,ST. VINCENT'S HEALTHCARE,NOT-FOR-PROFIT,0,528,FL000018,EFHL,100040, , , ,OTHER COPPER WIRELINE,768 KBPS TO 1.5 KBPS, , , , ,4,HTTP://WWW.JAXHEALTH.COM/,1927,GEOPLAN,FDEM,ST VINCENT'S MEDICAL CENTER RIVERSIDE,30.30760944,-81.68982828,17RMP3367353073,62,31.71982187,ST VINCENT'S MEDICAL CENTER RIVERSIDE,V,2016-05-17,2017-09-06,94,30.30760944,-81.68982828,94
95,0810680700R,10224876,WOLFSON CHILDREN'S HOSPITAL - JACKSONVILLE,800 PRUDENTIAL DR,JACKSONVILLE,32207,DUVAL,904-202-8000,HOSPITALS - ACUTE CARE,SOUTHERN BAPTIST HOSPITAL OF F,PRIVATE,PRIVATE,BAPTIST HEALTH,NOT-FOR-PROFIT,0,205,FL000014,EFHL,100088, , , ,OPTICAL FIBER,3 MBPS TO 6 MBPS, ,OPTICAL FIBER,3 MBPS TO 6 MBPS,3 MBPS TO 6 MBPS,4,HTTP://WWW.WOLFSONCHILDRENS.ORG/PAGES/DEFAULT.ASPX,1987,GEOPLAN,FDEM,TWO HOSPITALS ON ONE PARCEL,30.31544434,-81.66451672,17RMP3611253927,63,33.23715037,WOLFSON CHILDREN'S HOSPITAL - JACKSONVILLE,V,2016-05-17,2017-09-06,95,30.31544434,-81.66451672,95
96,0547740150R,10225035,UF HEALTH JACKSONVILLE,655 W EIGHTH ST,JACKSONVILLE,32209,DUVAL,904-244-0411,HOSPITALS - ACUTE CARE,DUVAL COUNTY,COUNTY,PUBLIC,SHANDS HEALTHCARE,NOT-FOR-PROFIT,0,695,FL000155,EFHL,100001, , , ,OPTICAL FIBER,100 MBPS TO 1 GBPS, ,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,3,HTTP://JAX.SHANDS.ORG/,1970,GEOPLAN,FDEM,RENAMED UF HEALTH JACKSONVILLE,30.34854577,-81.66395013,17RMP3618857595,64,65.53374177,UF HEALTH JACKSONVILLE,V,2016-05-17,2017-09-06,96,30.34854577,-81.66395013,96
97,00-00-00-3882-001-000,10224899,MADISON COUNTY MEMORIAL HOSPITAL,224 NW CRANE AVE,MADISON,32340,MADISON,850-973-2271,HOSPITALS - ACUTE CARE,MADISON COUNTY,COUNTY,PUBLIC,MADISON COUNTY MEMORIAL HOSPIT,NOT-FOR-PROFIT,0,25,FL000037,EFHS,100004, , , , , , , , , , ,HTTP://WWW.MCMH.US/,0,GEOPLAN,FDEM,HOSPITAL RELOCATED. MOVED POINT TO REFLECT MOVE.,30.47102996,-83.41912009,17RKP6775773468,66,5.8377585,MADISON COUNTY MEMORIAL HOSPITAL,V,2016-05-17,2017-09-06,97,30.47102996,-83.41912009,97
98,00-00-31-1600-0203-0000,10225056,BAPTIST MEDICAL CENTER - NASSAU,1250 S 18TH ST,FERNANDINA BEACH,32034,NASSAU,904-321-3500,HOSPITALS - ACUTE CARE,BAPTIST MEDICAL CENTER OF,PRIVATE,PRIVATE,BAPTIST HEALTH,NOT-FOR-PROFIT,0,62,FL000176,EFHM,100140, , , ,DSL SYMMETRIC,10 MBPS TO 25 MBPS,6 MBPS TO 10 MBPS,CABLE MODEM,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,3,HTTP://COMMUNITY.E-BAPTISTHEALTH.COM/BMC/NASSAU/INDEX.HTML,1978,GEOPLAN,FDEM, ,30.6533809,-81.44898253,17RMP5698391275,68,31.39567972,BAPTIST MEDICAL CENTER - NASSAU,V,2016-05-17,2017-09-06,98,30.6533809,-81.44898253,98
99,01-09S-08W-8330-0073-0100,10224985,GEORGE E WEEMS MEMORIAL HOSPITAL,135 AVE G,APALACHICOLA,32320,FRANKLIN,850-653-8853,HOSPITALS - ACUTE CARE,FRANKLIN COUNTY,COUNTY,PUBLIC,BLACKHAWK HEALTHCARE,PUBLIC/GOVERNMENT,0,25,FL000105,EFHS,100153, , , , , , , , , ,3,HTTP://WWW.WEEMSMEMORIAL.COM/,0,GEOPLAN,FDEM, ,29.72458591,-84.99256282,16RFT9416589955,69,6.54879614,GEORGE E WEEMS MEMORIAL HOSPITAL,V,2011-05-10,2017-09-06,99,29.72458591,-84.99256282,99
100,26397-000-000,N/A,325TH MEDICAL GROUP - US AIR FORCE HOSPITAL - OUTPATIENT,340 MAGNOLIA CIR,TYNDALL AFB,32403,BAY,850-283-2778,HOSPITALS - FEDERAL,UNITED STATES OF AMERICA,FEDERAL,PUBLIC,FEDERAL GOVERNMENT,PUBLIC,0,40,N/A,EFHS,N/A, , , , , , , , , , ,HTTP://WWW.TYNDALL.AF.MIL/LIBRARY/FACTSHEETS/FACTSHEET.ASP?ID=4840,0,GEOPLAN,FHA,CHANGED GCID TO UNIQUE NUMBER,30.0718853,-85.60260581,16RFU3468527574,347,13.27510593,325TH MEDICAL GROUP - US AIR FORCE HOSPITAL - OUTPATIENT,V,2016-05-17,2017-09-06,100,30.0718853,-85.60260581,100
101,21084-000-000,10224942,BAY MEDICAL CENTER,615 N BONITA AVE,PANAMA CITY,32401,BAY,850-769-1511,HOSPITALS - ACUTE CARE,BAY COUNTY SACRED HEART,PRIVATE,PRIVATE,BAY MEDICAL CENTER,PUBLIC/GOVERNMENT,0,323,FL000080,EFHL,100026, , , ,ELECTRIC POWER LINE,10 MBPS TO 25 MBPS,10 MBPS TO 25 MBPS,CABLE MODEM DOCSIS 3.0,6 MBPS TO 10 MBPS,6 MBPS TO 10 MBPS,3,HTTP://WWW.BAYMEDICAL.ORG/,1949,GEOPLAN,FDEM, ,30.15934085,-85.64990949,16RFU3001137211,70,28.86347789,BAY MEDICAL CENTER,V,2012-11-19,2017-09-06,101,30.15934085,-85.64990949,101
102,14197-020-000,N/A,HEALTHSOUTH EMERALD COAST REHAB HOSPITAL,1847 FLORIDA AVE,PANAMA CITY,32405,BAY,850-914-8600,HOSPITALS - REHABILITATION,LAKESHORE SYSTEM SERVICES OF F,PRIVATE,PRIVATE,HEALTHSOUTH CORPORATION,INVESTOR-OWNED,0,75,N/A,EFHM,23960013, , , , , , , , , , ,HTTP://WWW.HEALTHSOUTHPANAMACITY.COM,1997,GEOPLAN,FHA, ,30.18211554,-85.66878208,16RFU2816439714,72,8.63410023,HEALTHSOUTH EMERALD COAST REHAB HOSPITAL,V,2011-05-10,2017-09-06,102,30.18211554,-85.66878208,102
103,14423-000-000,N/A,EMERALD COAST BEHAVIORAL HOSPITAL,1940 HARRISON AVE,PANAMA CITY,32405,BAY,850-763-0017,HOSPITALS - PSYCHIATRIC,EMERALD COAST BEHAVIORAL,PRIVATE,PRIVATE,UNIVERSAL HEALTH SERVICES INC,PUBLIC/GOVERNMENT,0,86,N/A,EFHM,110034, , , , , , , , , , ,HTTP://WWW.EMERALDCOASTBEHAVIORAL.COM,1987,GEOPLAN,FHA, ,30.18392395,-85.65814776,16RFU2918539927,73,27.90371385,EMERALD COAST BEHAVIORAL HOSPITAL,V,2016-05-17,2017-09-06,103,30.18392395,-85.65814776,103
104,14168-010-000,10224943,GULF COAST REGIONAL MEDICAL CENTER,449 W 23RD ST,PANAMA CITY,32405,BAY,850-769-8341,HOSPITALS - ACUTE CARE,HOSPITAL CORPORATION OF AMERIC,PRIVATE,PRIVATE,HCA NORTH FLORIDA DIVISION,INVESTOR-OWNED,0,216,FL000081,EFHL,100242,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,OTHER COPPER WIRELINE,25 MBPS TO 50 MBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS,2,HTTP://GCMC-PC.COM/HOME/INDEX.DOT,1976,GEOPLAN,FDEM,GULF COAST REGIONAL MEDICAL CENTER,30.18813853,-85.66512564,16RFU2850840386,74,25.338749,GULF COAST REGIONAL MEDICAL CENTER,V,2016-05-17,2017-09-06,104,30.18813853,-85.66512564,104
105,04-3S-29-0000-04700-0000,10225066,GULF BREEZE HOSPITAL,1110 GULF BREEZE PKWY,GULF BREEZE,32561,SANTA ROSA,850-934-2000,HOSPITALS - ACUTE CARE,BAPTIST HOSPITAL INC,PRIVATE,PRIVATE,BAPTIST HEALTH CARE,NOT-FOR-PROFIT,0,77,FL000186,EFHM,110003, , , ,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS, , , ,4,HTTP://WWW.EBAPTISTHEALTHCARE.ORG,1985,GEOPLAN,FDEM,GULF BREEZE HOSPITAL,30.36031601,-87.15728324,16RDU8488558723,75,24.58260408,GULF BREEZE HOSPITAL,V,2016-05-17,2017-09-06,105,30.36031601,-87.15728324,105
106,25-2S-21-42000-015-0000,N/A,SACRED HEART HOSPITAL ON THE EMERALD COAST,7800 US HWY 98 W,DESTIN,32550,WALTON,850-278-3000,HOSPITALS - ACUTE CARE,SACRED HEART HOSPITAL OF,PRIVATE,PRIVATE,SACRED HEART HEALTH SYSTEM INC,NOT-FOR-PROFIT,0,58,N/A,EFHM,23960041,DON'T KNOW,DON'T KNOW,DON'T KNOW, , , , , , ,2,HTTP://WWW.SACREDHEARTEMERALD.ORG/,2003,GEOPLAN,FHA, ,30.37883593,-86.30691552,16REU6659260968,76,31.94658035,SACRED HEART HOSPITAL ON THE EMERALD COAST,V,2011-05-10,2017-09-06,106,30.37883593,-86.30691552,106
107,3367 25 00065320000200,10053868,LOWER KEYS MEDICAL CENTER- DEPOO BUILDING,1200 KENNEDY DR,KEY WEST,33040,MONROE,305-294-5535,HOSPITALS - ACUTE CARE,FLORIDA KEYS MEDICAL CENTER IN,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,49,N/A,EFHS,100150, , , , , , , , , , ,HTTP://WWW.LKMC.COM,1985,GEOPLAN,FDEM, ,24.56419332,-81.76732105,17RMH2229716909,117,1.19372323,LOWER KEYS MEDICAL CENTER- DEPOO BUILDING,V,2012-11-19,2017-09-06,107,24.56419332,-81.76732105,107
108,2667 25 00072080000800,10224991,LOWER KEYS MEDICAL CENTER,5900 COLLEGE RD,KEY WEST,33040,MONROE,305-294-5531,HOSPITALS - ACUTE CARE,LOWER FL KEYS HOSPITAL DIST,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,118,FL000111,EFHM,100195,CABLE MODEM DOCSIS 3.0,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS, , , , , , ,2,HTTP://WWW.LKMC.COM,1972,GEOPLAN,FDEM, ,24.58082022,-81.7427172,17RMH2479918737,118,15.10293953,LOWER KEYS MEDICAL CENTER,V,2012-11-19,2017-09-06,108,24.58082022,-81.7427172,108
109,1066 32 00103370000000,10224901,FISHERMEN'S COMMUNITY HOSPITAL,3301 OVERSEAS HWY,MARATHON,33050,MONROE,305-743-5533,HOSPITALS - ACUTE CARE,FISHERMENS HOSPITAL INC,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,25,FL000039,EFHS,100024, , , ,OTHER COPPER WIRELINE,DON'T KNOW,768 KBPS TO 1.5 KBPS,DSL SYMMETRIC,DON'T KNOW,DON'T KNOW,4,HTTP://WWW.FISHERMENSHOSPITAL.COM/,1968,GEOPLAN,FDEM,FISHERMEN'S COMMUNITY HOSPITAL,24.71033669,-81.09445251,17RMH9044732878,119,5.07212107,FISHERMEN'S COMMUNITY HOSPITAL,V,2016-05-17,2017-09-06,109,24.71033669,-81.09445251,109
110,3462 38 00090290000000,10224875,MARINERS HOSPITAL - BAPTIST HEALTH SOUTH FLORIDA,91500 OVERSEAS HWY,TAVERNIER,33070,MONROE,305-434-3000,HOSPITALS - ACUTE CARE,KEYS HOSPITAL FOUNDATION INC,PRIVATE,PRIVATE,BAPTIST HEALTH SOUTH FLORIDA,NOT-FOR-PROFIT,0,25,FL000013,EFHS,100160, , , ,OPTICAL FIBER,100 MBPS TO 1 GBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,3,HTTP://WWW.BAPTISTHEALTH.NET/EN/PAGES/HOME.ASPX,1998,GEOPLAN,FDEM, ,25.00617313,-80.52225075,17RNH4820765716,120,8.29588806,MARINERS HOSPITAL - BAPTIST HEALTH SOUTH FLORIDA,V,2011-05-10,2017-09-06,110,25.00617313,-80.52225075,110
111,1079100000094,N/A,HOMESTEAD HOSPITAL - BAPTIST HEALTH SOUTH FLORIDA,975 BAPTIST WAY,HOMESTEAD,33033,MIAMI-DADE,786-243-8000,HOSPITALS - ACUTE CARE,HOMESTEAD HOSPITAL INC,PRIVATE,PRIVATE,BAPTIST HEALTH SOUTH FLORIDA,NOT-FOR-PROFIT,0,142,N/A,EFHM,100125, , , ,OPTICAL FIBER,100 MBPS TO 1 GBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,3,HTTP://WWW.BAPTISTHEALTH.NET/EN/PAGES/HOME.ASPX,2007,GEOPLAN,FHA, ,25.47979822,-80.43020004,17RNJ5727418199,121,58.77541792,HOMESTEAD HOSPITAL - BAPTIST HEALTH SOUTH FLORIDA,V,2012-11-19,2017-09-06,111,25.47979822,-80.43020004,111
112,3660090010060,10225030,HEALTHSOUTH REHABILITATION HOSPITAL OF MIAMI,20601 OLD CUTLER RD,MIAMI,33189,MIAMI-DADE,305-251-3800,HOSPITALS - REHABILITATION,HEALTHSOUTH REHAB HOSP OF MIA,PRIVATE,PRIVATE,HEALTHSOUTH CORPORATION,INVESTOR-OWNED,0,60,FL000150,EFHM,103038, , , , , , , , , , ,HTTP://WWW.HEALTHSOUTHMIAMI.COM/,1985,GEOPLAN,FDEM, ,25.57532599,-80.34107949,17RNJ6617928820,122,10.14389984,HEALTHSOUTH REHABILITATION HOSPITAL OF MIAMI,V,2012-11-19,2017-09-06,112,25.57532599,-80.34107949,112
113,3050210490010,10224910,JACKSON SOUTH COMMUNITY HOSPITAL,9333 SW 152ND ST,MIAMI,33157,MIAMI-DADE,305-251-2500,HOSPITALS - ACUTE CARE,MIAMI-DADE COUNTY,COUNTY,PUBLIC,JACKSON HEALTH SYSTEM,PUBLIC/GOVERNMENT,0,226,FL000048,EFHL,100208, , , , , , , , , , ,HTTP://WWW.JHSMIAMI.ORG/BODY.CFM?ID=49,1971,GEOPLAN,FDEM, ,25.62978873,-80.34464137,17RNJ6579234849,123,18.50414641,JACKSON SOUTH COMMUNITY HOSPITAL,V,2016-05-17,2017-09-06,113,25.62978873,-80.34464137,113
114,3050040000060,10224913,BAPTIST HOSPITAL OF MIAMI - BAPTIST HEALTH SOUTH FLORIDA,8900 N KENDALL DR,MIAMI,33176,MIAMI-DADE,786-596-1960,HOSPITALS - CHILDREN/ACUTE CARE,MIAMI BAPTIST HOSP INC,PRIVATE,PRIVATE,BAPTIST HEALTH SOUTH FLORIDA,NOT-FOR-PROFIT,0,728,FL000051,EFHL,100008, , , ,OPTICAL FIBER,100 MBPS TO 1 GBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,3,HTTP://WWW.BAPTISTHEALTH.NET,1959,GEOPLAN,FDEM,JUST BAPTIST HOPSITAL OF MIAMI,25.68411411,-80.339007,17RNJ6632740868,124,98.47231342,BAPTIST HOSPITAL OF MIAMI - BAPTIST HEALTH SOUTH FLORIDA,V,2016-05-17,2017-09-06,114,25.68411411,-80.339007,114
115,514110010091,10224940,MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN ST,HOLLYWOOD,33024,BROWARD,954-962-9650,HOSPITALS - ACUTE CARE,HOSPITAL REALTY LLC,PRIVATE,PRIVATE,MEMORIAL HEALTHCARE SYSTEM,PUBLIC/GOVERNMENT,0,301,FL000078,EFHL,100230, , , ,OPTICAL FIBER,25 MBPS TO 50 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS,3,HTTP://WWW.MEMORIALPEMBROKE.COM/,1973,GEOPLAN,FDEM, ,26.02969745,-80.2458552,17RNJ7545579191,125,13.49601022,MEMORIAL HOSPITAL PEMBROKE,V,2011-05-10,2017-09-06,115,26.02969745,-80.2458552,115
116,504017020720,10225057,CLEVELAND CLINIC HOSPITAL,3100 WESTON RD,WESTON,33331,BROWARD,954-689-5000,HOSPITALS - ACUTE CARE,CLEVELAND CLINIC FLORIDA,PRIVATE,PRIVATE,N/A,INVESTOR-OWNED,0,155,FL000177,EFHL,100056,OPTICAL FIBER,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS, , , , , , ,2,HTTP://MY.CLEVELANDCLINIC.ORG/FLORIDA/DEFAULT.ASPX,2001,GEOPLAN,FDEM, ,26.08164289,-80.3651097,17RNJ6349584880,126,80.65380884,CLEVELAND CLINIC HOSPITAL,V,2012-11-19,2017-09-06,116,26.08164289,-80.3651097,116
117,55100120000,10224931,THE WILLOUGH AT NAPLES,9001 TAMIAMI TRAIL E,NAPLES,34113,COLLIER,239-775-4500,HOSPITALS - PSYCHIATRIC,WILLOUGH HEALTHCARE INC,PRIVATE,PRIVATE,"OGLETHORPE, INC.",INVESTOR-OWNED,0,87,FL000069,EFHM,110043, , , , , , , , , , ,HTTP://WWW.THEWILLOUGHATNAPLES.COM,1983,GEOPLAN,FDEM, ,26.09610975,-81.73629225,17RMJ2637286536,127,8.85364047,THE WILLOUGH AT NAPLES,V,2016-05-17,2017-09-06,117,26.09610975,-81.73629225,117
118,00433440004,N/A,PHYSICIANS REGIONAL MEDICAL CENTER-COLLIER BLVD,8300 COLLIER BLVD,NAPLES,34114,COLLIER,239-354-6000,HOSPITALS - ACUTE CARE,COLLIER HMA INC,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,100,N/A,EFHM,23960057, , , ,CABLE MODEM DOCSIS 3.0,GREATER THAN 1 GBPS,6 MBPS TO 10 MBPS,OPTICAL FIBER,3 MBPS TO 6 MBPS,3 MBPS TO 6 MBPS,3,HTTP://WWW.PHYSICIANSREGIONAL.COM/DEFAULT.ASPX,2007,GEOPLAN,FHA, ,26.10549739,-81.68493325,17RMJ3151487547,128,59.9291254,PHYSICIANS REGIONAL MEDICAL CENTER-COLLIER BLVD,V,2012-11-19,2017-09-06,118,26.10549739,-81.68493325,118
119,504215410010,10225058,BROWARD HEALTH MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,33316,BROWARD,954-355-4400,HOSPITALS - ACUTE CARE,NORTH BROWARD HOSPITAL DISTRIC,PRIVATE,PRIVATE,BROWARD HEALTH,PUBLIC/GOVERNMENT,0,716,FL000178,EFHL,100039, , , ,OPTICAL FIBER,25 MBPS TO 50 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS,3,HTTP://WWW.BROWARDHEALTH.ORG,1938,GEOPLAN,FDEM,BROWARD HEALTH MEDICAL CENTER,26.10151578,-80.14151537,17RNJ8584387209,129,28.32629038,BROWARD HEALTH MEDICAL CENTER,V,2016-05-17,2017-09-06,119,26.10151578,-80.14151537,119
120,504009100010,10225028,SUNRISE REGIONAL MEDICAL CENTER,555 SW 148TH AVE,SUNRISE,33325,BROWARD,954-370-0200,HOSPITALS - PSYCHIATRIC,FAMILY CENTER AT SUNRISE LLC,PRIVATE,PRIVATE,N/A,INVESTOR-OWNED,0,100,FL000148,EFHM,N/A, , , , , , , , , , ,HTTP://REALPAGES.COM/SITES/SUNRISEREGIONAL/INDEX.HTML,1989,GEOPLAN,FDEM, ,26.1124315,-80.34695396,17RNJ6529488299,130,8.99980793,SUNRISE REGIONAL MEDICAL CENTER,V,2011-05-10,2017-09-06,120,26.1124315,-80.34695396,120
121,504104450010,10225053,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,PLANTATION,33324,BROWARD,954-473-6600,HOSPITALS - ACUTE CARE,COLUMBIA HOSPITAL CORP OF S BR,PRIVATE,PRIVATE,HCA EAST FLORIDA DIVISION,INVESTOR-OWNED,0,224,FL000173,EFHL,100228, , , ,OTHER,50 MBPS TO 100 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,6 MBPS TO 10 MBPS,3 MBPS TO 6 MBPS,4,HTTP://WESTSIDEREGIONAL.COM/HOME/INDEX.DOT,1974,GEOPLAN,FDEM, ,26.1236941,-80.25946355,17RNJ7403589593,131,12.8727429,WESTSIDE REGIONAL MEDICAL CENTER,V,2011-05-10,2017-09-06,121,26.1236941,-80.25946355,121
122,504101090010,10224949,PLANTATION GENERAL HOSPITAL,401 NW 42ND AVE,PLANTATION,33317,BROWARD,954-587-5010,HOSPITALS - ACUTE CARE,HOSPITAL DEV & SERVICE CORP,PRIVATE,PRIVATE,HCA EAST FLORIDA DIVISION,INVESTOR-OWNED,0,264,FL000087,EFHL,100167, , , ,ELECTRIC POWER LINE,GREATER THAN 1 GBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,GREATER THAN 1 GBPS,GREATER THAN 1 GBPS,4,HTTP://WWW.PLANTATIONGENERAL.COM/,1966,GEOPLAN,FDEM, ,26.12627164,-80.20496675,17RNJ7948189911,132,14.19144454,PLANTATION GENERAL HOSPITAL,V,2012-11-19,2017-09-06,122,26.12627164,-80.20496675,122
123,504211012170,10225089,KINDRED HOSPITAL SOUTH FLORIDA - FORT LAUDERDALE,1516 E LAS OLAS BLVD,FORT LAUDERDALE,33301,BROWARD,954-764-8900,HOSPITALS - ACUTE CARE,VENTAS REALTY LTD PRTNR,PRIVATE,PRIVATE,KINDRED EAST REGION OFFICE,INVESTOR-OWNED,0,70,FL000239,EFHM,100120, , , , , , , , , , ,HTTP://WWW.KHFORTLAUDERDALE.COM/,1969,GEOPLAN,FDEM, ,26.11908798,-80.12767623,17RNJ8721489164,133,1.50850199,KINDRED HOSPITAL SOUTH FLORIDA - FORT LAUDERDALE,V,2011-05-10,2017-09-06,123,26.11908798,-80.12767623,123
124,504211013270,10225063,FORT LAUDERDALE HOSPITAL,1601 E LAS OLAS BLVD,FORT LAUDERDALE,33301,BROWARD,954-463-4321,HOSPITALS - PSYCHIATRIC,HOSPITAL 1601 LAS OLAS LLC,PRIVATE,PRIVATE,UNIVERSAL HEALTH SERVICES INC,INVESTOR-OWNED,0,100,FL000183,EFHM,104026, , , , , , , , , , ,HTTP://WWW.FORTLAUDERDALEHOSPITAL.ORG/,1971,GEOPLAN,FDEM, ,26.11957673,-80.12680673,17RNJ8730189219,134,1.01003215,FORT LAUDERDALE HOSPITAL,V,2012-11-19,2017-09-06,124,26.11957673,-80.12680673,124
